web-scraper-order,web-scraper-start-url,Date,Open,Close
1620615863-23969,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2010",243.58,224.17
1620615863-23957,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2011",304.47,269.47
1620615863-23945,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2012",317.46,341.27
1620615863-23933,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2013",445.83,421.87
1620615863-23920,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2014",568.84,570.03
1620615863-23907,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2015",625.34,618.25
1620615863-23895,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2016",761.09,767.05
1620615863-23883,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2017",932.38,939.33
1620615863-23871,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2018",1228,1218.19
1620615863-23859,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2019",1214.03,1188.1
1620615863-23847,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",1486.64,1634.18
1620615863-24037,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2004",90.64,96.04
1620615863-24025,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2005",203.84,206.66
1620615863-24013,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2006",242.08,229.38
1620615863-24001,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2007",344.21,344.45
1620615863-23989,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2008",142.8,153.25
1620615863-23977,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2009",292.97,308.83
1620615863-23965,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2010",280.45,295.88
1620615863-23953,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2011",298.88,321.74
1620615863-23941,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2012",349.81,352.37
1620615863-23929,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2013",529.77,558.26
1620615863-23916,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2014",537.42,524.96
1620615863-23903,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2015",747.11,758.88
1620615863-23891,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2016",757.44,771.82
1620615863-23879,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2017",1015.8,1046.4
1620615863-23867,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2018",1123.14,1035.61
1620615863-23855,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2019",1301,1337.02
1620615863-23843,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",1774.37,1751.88
1620615863-24035,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2005",96.83,93.64
1620615863-24023,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2006",193.79,180.63
1620615863-24011,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2007",252.06,223.89
1620615863-23999,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2008",263.35,234.71
1620615863-23987,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2009",166.52,168.36
1620615863-23975,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2010",266.3,262.42
1620615863-23963,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2011",301.12,305.55
1620615863-23951,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2012",291.38,307.97
1620615863-23939,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2013",377.68,399.1
1620615863-23927,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2014",587.4,605.56
1620615863-23914,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2015",530.27,556.87
1620615863-23901,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2016",750.46,697.77
1620615863-23889,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2017",799.68,823.21
1620615863-23877,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2018",1162.61,1104.73
1620615863-23865,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2019",1112.4,1119.92
1620615863-23853,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",1462,1339.33
1620615863-23841,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",1853.57,2036.86
1620615863-24036,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2005",98.33,97.44
1620615863-24024,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2006",210.47,215.52
1620615863-24012,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2007",232.13,249.81
1620615863-24000,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2008",345.14,281.1
1620615863-23988,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2009",153.72,168.63
1620615863-23976,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2010",312.3,263.98
1620615863-23964,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2011",297.13,299.06
1620615863-23952,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2012",325.25,288.97
1620615863-23940,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2013",358.37,376.43
1620615863-23928,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2014",555.65,588.28
1620615863-23915,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2015",527.56,533.06
1620615863-23902,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2016",743,742.95
1620615863-23890,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2017",778.81,796.79
1620615863-23878,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2018",1048.34,1169.94
1620615863-23866,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2019",1016.57,1116.37
1620615863-23854,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",1341.55,1434.23
1620615863-23842,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",1757.54,1835.74
1620615863-24030,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2005",146.97,143.34
1620615863-24018,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2006",209.24,192.58
1620615863-24006,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2007",261.76,254.05
1620615863-23994,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2008",258.82,235.99
1620615863-23982,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2009",211.31,220.7
1620615863-23970,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2010",221.81,241.52
1620615863-23958,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2011",252.42,300.72
1620615863-23946,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2012",289.82,315.3
1620615863-23934,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2013",441.57,442.22
1620615863-23921,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2014",576.74,570.03
1620615863-23908,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2015",524.73,625.61
1620615863-23896,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2016",692.2,768.79
1620615863-23884,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2017",912.18,930.5
1620615863-23872,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2018",1099,1217.26
1620615863-23860,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2019",1098,1216.68
1620615863-23848,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",1411.1,1482.96
1620615863-24031,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2005",141.07,146.53
1620615863-24019,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2006",186.07,208.88
1620615863-24007,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2007",249.56,260.37
1620615863-23995,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2008",290.16,262.23
1620615863-23983,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2009",208.58,210.01
1620615863-23971,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2010",239.32,221.64
1620615863-23959,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2011",263.03,252.24
1620615863-23947,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2012",284.83,288.95
1620615863-23935,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2013",434.87,438.54
1620615863-23922,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2014",559.16,573.7
1620615863-23909,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2015",536.79,520.51
1620615863-23897,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2016",734.53,692.1
1620615863-23885,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2017",968.95,908.73
1620615863-23873,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2018",1099.35,1115.65
1620615863-23861,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2019",1065.5,1080.91
1620615863-23849,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",1418.39,1413.61
1620615863-24034,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2005",94.29,89.92
1620615863-24022,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2006",183.59,194.27
1620615863-24010,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2007",220.51,228.22
1620615863-23998,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2008",234.87,219.41
1620615863-23986,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2009",166.04,173.38
1620615863-23974,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2010",263.61,282.5
1620615863-23962,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2011",307.74,292.28
1620615863-23950,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2012",309.97,319.42
1620615863-23938,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2013",397.41,395.61
1620615863-23926,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2014",601.12,555.45
1620615863-23913,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2015",559,546.5
1620615863-23900,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2016",703.62,744.95
1620615863-23888,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2017",828.85,829.56
1620615863-23876,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2018",1107.87,1031.79
1620615863-23864,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2019",1124.9,1173.31
1620615863-23852,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",1351.61,1162.81
1620615863-23840,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",2056.52,2068.63
1620615863-24032,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2005",110.61,138.12
1620615863-24020,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2006",208.45,185.22
1620615863-24008,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2007",235.21,248.03
1620615863-23996,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2008",288.08,291.81
1620615863-23984,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2009",196.78,207.84
1620615863-23972,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2010",262.27,241.91
1620615863-23960,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2011",271.83,263.52
1620615863-23948,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2012",300.77,289.35
1620615863-23936,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2013",410.09,433.98
1620615863-23923,https://finance.yahoo.com/quote/GOOG/history?period1=1092873600&period2=1620518400&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2014",525.67,558.36
